City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
375,San Quintin,30.4833,-115.95,74.03,66,0,17.58,clear sky
376,Sibu,2.3,111.8167,75.51,100,20,0.0,few clouds
377,Ryotsu,38.0833,138.4333,79.07,72,1,1.9,clear sky
378,Zharkent,44.1628,80.0,66.16,37,27,5.46,scattered clouds
379,Yugo-Kamskiy,57.7053,55.5894,48.22,86,97,2.95,overcast clouds
380,Nabire,-3.3667,135.4833,78.39,87,45,1.77,scattered clouds
381,Seymchan,62.8833,152.4333,64.71,44,71,16.62,broken clouds
382,Zabaykalsk,49.6333,117.3167,74.16,55,88,3.24,overcast clouds
383,Roros,62.5747,11.3842,58.84,94,80,3.44,broken clouds
384,Nola,40.922,14.5329,81.16,72,11,1.45,few clouds
385,Jalapa,19.5333,-96.9167,73.51,72,14,6.93,few clouds
386,San Pedro,14.35,121.0167,80.31,84,75,0.0,light rain
387,Qaqortoq,60.7167,-46.0333,42.69,79,8,5.82,clear sky
388,Cap Malheureux,-19.9842,57.6142,66.47,79,69,7.0,broken clouds
389,Arica,-18.475,-70.3042,63.95,72,0,10.36,clear sky
390,Dustlik,40.5247,68.0358,71.15,22,0,2.48,clear sky
391,Inuvik,68.3499,-133.7218,81.36,32,20,6.91,smoke
392,Jumla,29.2747,82.1838,62.98,97,98,0.83,overcast clouds
393,Ajdabiya,30.7554,20.2263,80.1,44,0,9.44,clear sky
394,Chunskiy,56.0815,99.6342,59.92,89,97,4.88,overcast clouds
395,Oranjemund,-28.55,16.4333,60.1,73,0,8.08,clear sky
396,West Wendover,40.7391,-114.0733,94.21,12,0,8.05,clear sky
397,Canutama,-6.5339,-64.3831,80.35,59,79,2.13,broken clouds
398,Labuhan,-6.8844,112.2051,75.58,88,64,7.58,broken clouds
399,Celestun,20.8667,-90.4,85.46,71,53,18.19,broken clouds
400,Kem,64.9555,34.5793,54.27,74,60,6.91,broken clouds
401,Kavieng,-2.5744,150.7967,84.27,72,6,15.57,clear sky
402,Aripuana,-9.1667,-60.6333,80.82,51,61,0.81,broken clouds
403,Mahon,39.8885,4.2658,72.16,64,0,1.14,clear sky
404,Groton,41.3501,-72.0784,84.74,76,0,10.36,clear sky
405,Bongandanga,1.5,21.05,68.22,99,75,1.57,light rain
406,Koslan,63.4564,48.8989,52.48,98,12,5.21,few clouds
407,Hobyo,5.3505,48.5268,76.77,72,62,25.59,broken clouds
408,Florissant,38.7892,-90.3226,96.19,51,75,11.5,broken clouds
409,Port-Cartier,50.0334,-66.8654,59.22,98,100,5.37,heavy intensity rain
410,Afikpo,5.8931,7.9374,71.69,93,55,4.0,broken clouds
411,Matagami,49.7502,-77.6328,69.91,35,75,9.22,broken clouds
412,Agbor,6.2518,6.1934,71.49,99,100,3.15,overcast clouds
413,Half Moon Bay,37.4636,-122.4286,80.87,74,100,23.02,mist
414,Lagos,6.5833,3.75,79.12,91,100,3.56,overcast clouds
415,Berezniki,59.4152,56.8124,46.29,90,76,2.33,broken clouds
416,Mount Gambier,-37.8333,140.7667,47.59,77,100,4.27,overcast clouds
417,Karratha,-20.7377,116.8463,59.2,42,7,19.42,clear sky
418,Alofi,-19.0595,-169.9187,78.69,78,69,16.11,broken clouds
419,Argelia,2.2556,-77.2488,68.5,95,93,2.06,light rain
420,Babu,24.4167,111.5167,77.43,93,100,4.05,overcast clouds
421,Quatre Cocos,-20.2078,57.7625,68.11,67,91,19.77,light rain
422,Victoria,22.2855,114.1577,82.45,86,100,25.01,moderate rain
423,Contramaestre,20.2978,-76.2414,76.14,91,94,2.55,overcast clouds
424,Coihaique,-45.5752,-72.0662,34.41,93,40,0.0,scattered clouds
425,Tres Picos,15.8667,-93.5333,86.58,70,14,4.27,few clouds
426,Porto Nacional,-10.7081,-48.4172,80.6,39,0,1.83,clear sky
427,Marawi,7.9986,124.2928,69.64,94,99,2.53,overcast clouds
428,Soller,39.7662,2.7152,74.86,71,0,0.92,clear sky
429,Chapleau,47.8405,-83.4034,66.29,39,20,13.8,few clouds
430,Krasnoye-Na-Volge,57.5125,41.2419,49.21,75,33,5.77,scattered clouds
431,Adrar,20.5022,-10.0711,92.05,12,60,13.89,broken clouds
432,Tura,25.5198,90.2201,73.56,96,66,3.76,broken clouds
433,Koumac,-20.5667,164.2833,75.9,67,99,5.3,overcast clouds
434,Strathpeffer,57.588,-4.5382,54.3,93,100,0.98,overcast clouds
435,Lilongwe,-13.9669,33.7873,57.04,84,19,4.05,few clouds
436,Kysyl-Syr,63.8986,122.7617,68.09,60,52,5.28,broken clouds
437,Sanmenxia,34.7747,111.1814,76.89,75,100,7.47,overcast clouds
438,Viedma,-40.8135,-62.9967,49.71,56,74,11.54,broken clouds
439,San Vicente,-26.6167,-54.1333,59.32,90,0,4.65,clear sky
440,Mwinilunga,-11.7358,24.4293,54.97,71,64,4.18,broken clouds
441,Sompeta,18.9333,84.6,79.25,93,96,11.34,light rain
442,Abu Kamal,34.4506,40.9171,85.51,36,0,15.99,clear sky
443,Marzuq,14.4,46.4667,81.93,44,98,2.66,overcast clouds
444,Marsabit,2.3284,37.9899,60.66,75,23,21.97,few clouds
445,College,64.8569,-147.8028,84.0,39,75,1.99,smoke
446,Airdrie,55.866,-3.9803,55.89,83,84,3.85,light rain
447,Makakilo City,21.3469,-158.0858,86.32,57,75,18.41,broken clouds
448,Severnoye,56.3491,78.3619,50.81,97,100,10.83,overcast clouds
449,Sao Joao Da Barra,-21.6403,-41.0511,69.13,83,0,10.83,clear sky
450,Eureka,40.8021,-124.1637,73.67,79,69,5.01,broken clouds
451,Verkhnyaya Inta,65.9811,60.3094,52.43,83,77,3.42,broken clouds
452,Erie,42.7667,-78.6664,77.81,78,98,4.0,overcast clouds
453,Zhezkazgan,47.8043,67.7144,65.64,33,74,7.07,broken clouds
454,Buala,-8.145,159.5921,82.36,79,78,12.62,light rain
455,Shache,38.4167,77.2406,77.72,13,93,2.84,overcast clouds
456,Sambo Creek,15.8167,-86.6833,86.27,66,75,19.57,broken clouds
457,Tuatapere,-46.1333,167.6833,47.23,85,42,4.99,scattered clouds
458,Aykhal,66.0,111.5,66.27,57,99,9.19,overcast clouds
459,Leticia,-4.2153,-69.9406,82.38,89,40,2.3,scattered clouds
460,Bay Roberts,47.5999,-53.2648,65.95,86,16,4.0,few clouds
461,Acapulco,16.8634,-99.8901,87.62,70,20,8.05,few clouds
462,Hambantota,6.1241,81.1185,80.47,79,25,19.91,scattered clouds
463,Los Llanos De Aridane,28.6585,-17.9182,65.95,90,40,18.41,scattered clouds
464,Severo-Yeniseyskiy,60.3725,93.0408,55.65,71,35,4.38,scattered clouds
465,Shimoda,34.6667,138.95,87.1,74,32,7.05,scattered clouds
466,Taltal,-25.4,-70.4833,59.99,75,11,6.04,few clouds
467,Aksu,41.1231,80.2644,77.95,26,1,2.3,clear sky
468,Paamiut,61.994,-49.6678,39.65,88,89,5.88,overcast clouds
469,Tommot,58.9564,126.2925,68.85,86,97,3.11,overcast clouds
470,Escarcega,18.6089,-90.7454,85.55,62,89,1.39,overcast clouds
471,Raudeberg,61.9875,5.1352,61.95,69,89,20.87,light rain
472,Martapura,-3.4167,114.85,75.29,94,20,2.3,few clouds
473,Toppenish,46.3774,-120.3087,93.34,27,4,5.28,clear sky
474,Whitehorse,60.7161,-135.0538,80.1,38,75,10.36,smoke
475,Saint Anthony,45.0205,-93.218,82.89,33,20,14.97,few clouds
476,Dolinsk,47.35,142.8,70.21,66,0,9.28,clear sky
477,Aasiaat,68.7098,-52.8699,37.65,93,100,14.34,overcast clouds
478,Banepa,27.6298,85.5214,70.12,100,75,6.91,thunderstorm with light rain
479,Brae,60.3964,-1.353,55.13,99,100,2.51,light rain
480,Agadir,30.4202,-9.5982,68.45,88,1,5.7,clear sky
481,Itaituba,-4.2761,-55.9836,76.82,74,72,2.8,broken clouds
482,Susanville,40.4163,-120.653,86.92,12,0,10.36,clear sky
483,Valley,45.1277,-116.1262,74.75,22,7,6.73,clear sky
484,Morros,-9.4467,-46.3003,77.16,35,14,3.33,few clouds
485,Oksfjord,70.2396,22.3479,68.07,78,0,7.11,clear sky
486,Sobolevo,54.4299,31.8996,56.52,78,37,7.61,scattered clouds
487,Colquechaca,-18.6667,-66.0167,35.04,12,99,5.7,overcast clouds
488,Dabat,12.9842,37.765,53.83,85,99,1.74,light rain
489,Kashan,33.9831,51.4364,92.79,8,0,4.61,clear sky
490,Lahaina,20.8783,-156.6825,87.8,85,100,10.78,overcast clouds
491,Sehithwa,-20.4667,22.7167,59.4,50,89,5.73,overcast clouds
492,Kismayo,-0.3582,42.5454,75.06,83,39,18.95,light rain
493,Almaznyy,48.0448,40.045,52.79,64,44,7.9,scattered clouds
494,Tigil,57.8,158.6667,53.19,87,100,9.57,overcast clouds
495,Rockland,41.1668,-74.0496,89.65,84,50,12.1,scattered clouds
496,Butembo,0.15,29.2833,57.85,77,31,3.4,scattered clouds
497,Pak Phanang,8.3511,100.202,78.78,84,100,11.68,overcast clouds
498,Progreso,21.2833,-89.6667,93.11,73,16,17.2,few clouds
499,Goderich,43.7501,-81.7165,71.92,73,100,2.3,overcast clouds
500,Sechelt,49.4664,-123.7694,77.32,60,18,5.57,few clouds
501,Andros Town,24.7,-77.7667,85.96,71,67,16.73,broken clouds
502,Constantine,36.365,6.6147,74.61,83,0,13.8,clear sky
503,Kjollefjord,70.9457,27.3465,53.65,82,75,3.44,broken clouds
504,Nakusp,50.2499,-117.8023,80.47,46,50,0.0,scattered clouds
505,Natal,-5.795,-35.2094,80.82,89,75,6.91,broken clouds
506,Warrnambool,-38.3833,142.4833,46.81,73,100,8.28,overcast clouds
507,Bonthe,7.5264,-12.505,76.23,86,100,4.14,overcast clouds
508,Touros,-5.1989,-35.4608,76.93,86,23,11.16,few clouds
509,Cihuatlan,19.2366,-104.5651,88.29,64,13,6.62,few clouds
510,Kodinsk,58.6881,99.1844,59.59,95,100,4.03,overcast clouds
511,Bonavista,48.6499,-53.1147,54.77,96,81,12.1,broken clouds
512,Chemal,51.4111,86.005,52.18,95,62,3.06,broken clouds
513,Kisangani,0.5167,25.2,69.78,95,74,2.33,broken clouds
514,Korenovsk,45.4686,39.4519,62.92,65,0,8.1,clear sky
515,Evensk,61.95,159.2333,63.23,50,100,7.31,overcast clouds
516,Ixtapa,20.7,-105.2,86.23,70,76,7.0,broken clouds
517,Melilla,35.2937,-2.9383,75.58,88,75,5.75,broken clouds
518,Sindor,62.8629,51.8905,56.48,77,88,5.82,overcast clouds
519,Darnah,32.767,22.6367,77.95,80,0,18.1,clear sky
520,Syamzha,60.0158,41.0614,52.12,65,57,4.41,broken clouds
521,Clonakilty,51.6231,-8.8706,53.1,86,53,11.86,broken clouds
522,Dhidhdhoo,6.8833,73.1,82.38,80,28,21.74,scattered clouds
523,Banyo,6.75,11.8167,64.26,95,93,0.54,overcast clouds
524,Bowen,-20.0167,148.2333,67.05,91,100,7.07,light rain
525,Hervey Bay,-25.2986,152.8535,62.02,98,100,11.01,light rain
526,Chulym,55.0997,80.9572,52.47,92,98,13.29,overcast clouds
527,Westport,41.1415,-73.3579,86.09,63,0,18.41,clear sky
528,Batagay-Alyta,67.8006,130.4114,55.42,64,100,3.42,overcast clouds
529,Muros,42.7762,-9.0603,60.82,78,9,7.76,clear sky
530,Turrialba,9.9047,-83.6835,72.37,96,100,5.39,overcast clouds
531,San Cristobal,7.7669,-72.225,77.18,86,46,3.49,scattered clouds
532,Caravelas,-17.7125,-39.2481,70.52,82,55,5.73,broken clouds
533,Yulara,-25.2406,130.9889,43.57,69,0,13.85,clear sky
534,Belaya Gora,68.5333,146.4167,57.63,60,87,10.09,overcast clouds
535,North Bend,43.4065,-124.2243,73.24,91,100,19.57,overcast clouds
536,Pedasi,7.5333,-80.0333,78.06,82,100,9.22,overcast clouds
537,Rio Gallegos,-51.6226,-69.2181,32.05,69,0,12.66,clear sky
538,Bandarbeyla,9.4942,50.8122,77.63,72,60,29.77,broken clouds
539,Carutapera,-1.195,-46.02,76.23,85,17,6.11,few clouds
540,Rundu,-17.9333,19.7667,50.79,60,2,6.33,clear sky
541,Merced,37.1666,-120.7516,95.05,25,0,12.62,clear sky
542,Iwaki,37.05,140.8833,87.76,66,0,1.01,clear sky
543,Padang,-0.9492,100.3543,71.65,79,21,3.85,few clouds
544,Vestmannaeyjar,63.4427,-20.2734,52.29,90,23,14.74,few clouds
545,Fuxin,42.0156,121.6589,73.42,84,30,5.99,scattered clouds
546,Khash,28.2211,61.2158,82.85,29,16,2.17,few clouds
547,Hastings,50.8552,0.5729,59.52,87,0,9.37,clear sky
548,Abalak,58.1286,68.5944,51.17,80,97,5.08,overcast clouds
549,Guaratinga,-16.5667,-39.5667,64.94,94,49,3.36,scattered clouds
550,Thinadhoo,0.5333,72.9333,79.61,81,93,8.52,light rain
551,Tekirdag,40.978,27.5085,70.95,79,0,6.15,clear sky
552,Zhigansk,66.7697,123.3711,62.8,45,100,8.48,overcast clouds
553,Bukachacha,52.9833,116.9167,67.51,88,100,1.81,overcast clouds
554,Manggar,-2.8833,108.2667,79.16,85,93,10.0,overcast clouds
555,Pospelikha,51.95,81.7667,52.83,72,29,6.73,scattered clouds
556,Macomb,40.4592,-90.6718,77.85,70,40,3.44,scattered clouds
557,Pochutla,15.7432,-96.4661,89.82,70,57,7.02,broken clouds
558,Jinotega,13.0917,-86.0018,74.68,78,75,0.0,broken clouds
559,Piraquara,-25.4417,-49.0633,59.29,86,20,6.91,few clouds
560,Sexsmith,55.35,-118.786,52.95,87,100,11.5,overcast clouds
561,Port Blair,11.6667,92.75,80.64,89,40,4.61,mist
562,Yokadouma,3.5167,15.05,66.88,99,98,1.5,overcast clouds
563,Pevek,69.7008,170.3133,34.86,99,100,6.78,light snow
564,Coffs Harbour,-30.3,153.1333,58.14,94,100,6.91,moderate rain
565,Monte Alegre,-2.0078,-54.0692,79.47,75,48,2.98,scattered clouds
566,Sarkhej,22.9833,72.5,84.33,89,75,6.91,mist
567,Ondangwa,-17.9167,15.95,58.03,39,0,10.04,clear sky
568,Veraval,20.9,70.3667,82.49,82,100,18.48,overcast clouds
569,Poum,-20.2333,164.0167,74.97,69,100,9.73,overcast clouds
570,Beringovskiy,63.05,179.3167,45.12,95,100,3.98,overcast clouds
571,Filadelfia,39.9523,-75.1638,88.05,70,75,14.97,broken clouds
572,Sidney,-33.8679,151.2073,54.84,100,75,4.61,shower rain
573,Talcahuano,-36.7167,-73.1167,49.68,66,20,6.91,few clouds
574,Newcastle,-32.9272,151.7765,55.65,98,100,8.05,light rain
575,Nouadhibou,20.931,-17.0347,69.78,73,0,18.41,sand
576,Straumen,63.8709,11.2999,71.6,82,98,6.71,overcast clouds
577,Barabinsk,55.3571,78.357,52.02,95,90,10.69,overcast clouds
578,Ronne,55.1009,14.7066,60.71,88,100,23.02,overcast clouds
579,Nhulunbuy,-12.2333,136.7667,74.01,88,100,14.97,overcast clouds
580,Ridgecrest,35.6225,-117.6709,105.66,8,0,16.11,clear sky
581,Salalah,17.0151,54.0924,84.29,79,75,4.61,broken clouds
582,Nova Vicosa,-17.8919,-39.3719,71.56,83,47,7.85,scattered clouds
583,Cuamba,-14.8031,36.5372,59.13,88,64,2.84,broken clouds
584,Atambua,-9.1061,124.8925,73.24,89,50,3.94,scattered clouds
585,Ravar,31.2656,56.8055,85.66,14,0,6.46,clear sky
586,Shakawe,-18.3667,21.85,54.99,58,30,5.77,scattered clouds
587,Cedar City,37.6775,-113.0619,88.77,15,0,13.8,clear sky
588,Miraflores,19.2167,-98.8083,72.03,57,90,6.26,overcast clouds
589,Takoradi,4.8845,-1.7554,75.45,84,67,9.42,broken clouds
590,Inta,66.0317,60.1659,53.15,84,86,3.49,overcast clouds
591,Puerto Madryn,-42.7692,-65.0385,43.11,69,99,19.82,overcast clouds
592,Wakefield,53.6809,-1.499,60.58,76,60,5.99,broken clouds
593,Matara,5.9485,80.5353,80.2,78,23,16.35,few clouds
594,Atbasar,51.8,68.3333,53.74,69,26,0.89,scattered clouds
595,Alihe,50.5667,123.7167,68.7,90,94,0.94,overcast clouds
596,Pemberton,50.3164,-122.8027,82.09,50,86,6.2,overcast clouds
597,Teeli,51.0333,90.2333,56.21,79,94,1.43,overcast clouds
598,Port Hedland,-20.3167,118.5667,51.85,58,3,6.91,clear sky
599,Luanda,-8.8368,13.2343,69.8,88,20,6.91,few clouds
600,Balingasay,16.3573,119.8564,80.83,82,100,15.95,overcast clouds
601,Taoudenni,22.6783,-3.9836,96.01,24,91,8.37,light rain
602,Corner Brook,48.9667,-57.9484,71.76,77,40,2.71,scattered clouds
603,Malkapur,20.8833,76.2,78.76,82,100,8.95,overcast clouds
604,Belyy Yar,53.6039,91.3903,60.69,73,0,2.24,clear sky
605,Oka,45.4649,-74.0889,81.12,57,100,8.05,overcast clouds
606,Vila Franca Do Campo,37.7167,-25.4333,68.2,92,81,7.25,broken clouds
607,Oussouye,12.485,-16.5469,80.78,82,86,8.39,overcast clouds
608,Iracoubo,5.4802,-53.2011,78.31,83,57,10.47,broken clouds
609,Tocopilla,-22.092,-70.1979,61.47,79,18,10.25,few clouds
610,Andenes,69.3143,16.1194,60.78,77,0,3.44,clear sky
611,Shubarkuduk,49.1447,56.4872,62.78,40,31,7.16,scattered clouds
612,Hearst,49.6835,-83.6665,52.05,91,89,8.9,overcast clouds
613,Esfarayen,37.0765,57.5101,71.26,36,0,5.14,clear sky
614,Kupang,-10.1667,123.5833,77.45,87,88,11.79,overcast clouds
615,Fairbanks,64.8378,-147.7164,84.02,39,20,0.0,smoke
616,Kachiry,53.0675,76.1036,54.66,84,92,7.52,overcast clouds
617,Zarubino,42.63,131.0922,62.51,93,92,4.29,overcast clouds
618,Erkrath,51.2167,6.9,61.66,83,0,3.44,clear sky
619,Giresun,40.5,38.5,45.12,96,100,7.63,overcast clouds
620,Ratnapura,6.6828,80.3992,76.44,95,78,3.6,broken clouds
621,Arman,59.7,150.1667,73.02,56,69,8.41,broken clouds
622,Harnosand,62.6323,17.9379,68.02,99,100,4.45,overcast clouds
623,Soubre,5.7856,-6.6083,71.17,97,80,3.42,broken clouds
624,Pouembout,-21.1333,164.9,76.23,70,86,4.94,overcast clouds
625,Manaus,-3.1019,-60.025,84.7,65,20,6.91,few clouds
626,Dunmore East,52.1514,-6.9861,57.69,79,35,8.61,scattered clouds
627,Kavaratti,10.5669,72.642,82.42,81,99,19.6,overcast clouds
628,Maceio,-9.6658,-35.7353,72.84,94,100,2.3,overcast clouds
629,Punta De Piedra,7.6176,-71.4916,75.97,88,26,0.81,scattered clouds
630,Berlevag,70.8578,29.0864,58.8,76,11,5.75,few clouds
631,Iranshahr,27.2025,60.6848,90.52,50,7,2.86,clear sky
632,Nizhniy Tsasuchey,50.5167,115.1333,76.08,52,49,3.58,scattered clouds
633,Baraya,3.1533,-75.0531,84.0,71,94,6.06,overcast clouds
634,Fuyang,32.9,115.8167,83.59,72,93,7.9,overcast clouds
635,Noumea,-22.2763,166.4572,75.18,99,78,11.83,broken clouds
636,Nome,64.5011,-165.4064,60.87,72,100,17.27,smoke
637,Beira,-19.8436,34.8389,68.85,86,87,5.3,overcast clouds
638,Ialibu,-6.2821,143.9935,63.61,82,66,1.7,broken clouds
639,Yuancheng,36.652,107.7896,69.4,70,100,2.48,overcast clouds
640,Aleksandrovskiy Zavod,50.9237,117.9374,70.75,68,77,1.97,broken clouds
641,Cururupu,-1.8283,-44.8683,74.3,93,14,3.51,few clouds
642,Maniitsoq,65.4167,-52.9,37.72,98,100,13.11,light rain
643,Vondrozo,-22.8167,47.2833,57.25,96,96,3.06,light rain
644,Sterling,39.0062,-77.4286,83.88,87,75,3.44,thunderstorm
645,Rosetta,31.4044,30.4164,75.33,76,0,5.97,clear sky
646,Vitim,59.4511,112.5578,70.5,74,89,1.19,overcast clouds
647,Mareeba,-17.0,145.4333,70.45,87,99,4.5,overcast clouds
648,Leshukonskoye,64.8989,45.7622,46.54,97,100,5.44,overcast clouds
649,Beeville,28.4008,-97.7483,91.58,52,0,13.8,clear sky
650,Sarkand,45.41,79.9186,60.8,32,86,6.58,overcast clouds
651,Cochrane,51.1834,-114.4687,66.83,54,100,10.36,overcast clouds
652,Xapuri,-10.6517,-68.5044,76.05,51,5,1.83,clear sky
653,Mayumba,-3.432,10.6554,70.81,92,5,2.64,clear sky
654,Lavrentiya,65.5833,-171.0,47.46,94,97,10.0,overcast clouds
655,Gasa,31.5,34.4667,68.88,77,0,4.0,clear sky
656,Lata,40.1629,-8.3327,55.62,94,0,1.72,clear sky
657,Malabo,3.75,8.7833,76.37,85,63,1.9,broken clouds
658,Melo,-32.3667,-54.1833,55.18,85,98,7.83,overcast clouds
659,Acari,-15.4311,-74.6158,64.89,73,50,4.23,scattered clouds
660,Gambiran,-6.7988,111.4951,72.5,90,70,5.01,broken clouds
661,Kuusamo,65.9667,29.1833,69.84,78,0,5.75,clear sky
662,Tahlequah,35.9154,-94.97,97.02,24,0,4.61,clear sky
663,Altay,47.8667,88.1167,57.99,70,3,2.66,clear sky
664,La Paz,-16.5,-68.15,58.98,15,20,5.75,few clouds
665,Midland,31.9974,-102.0779,99.05,18,0,11.5,clear sky
666,Dublyany,49.9041,24.0864,70.07,63,7,10.04,clear sky
667,Yamada,39.4667,141.95,78.67,73,54,1.32,broken clouds
668,Uruzgan,32.8333,66.0,78.89,16,1,9.13,clear sky
669,Lerwick,60.1545,-1.1494,51.8,98,100,7.83,light rain
670,Alappuzha,9.49,76.3264,75.99,85,60,16.02,broken clouds
671,Fereydun Kenar,36.6864,52.5225,76.39,72,0,14.27,clear sky
672,Omsukchan,62.5333,155.8,59.5,42,46,18.72,scattered clouds
673,Fort Nelson,58.8053,-122.7002,69.39,40,40,5.75,scattered clouds
674,Lasa,46.6166,10.7002,60.37,92,38,2.33,scattered clouds
675,Izhma,65.0083,53.9113,49.03,96,100,6.93,overcast clouds
676,Madimba,-10.4,40.3333,70.99,82,28,10.98,scattered clouds
677,Vestmanna,62.1564,-7.1664,49.12,100,100,3.44,overcast clouds
678,Faanui,-16.4833,-151.75,79.03,68,24,22.17,few clouds
679,Binzhou,37.3667,118.0167,81.39,71,12,3.2,few clouds
680,Haileybury,47.449,-79.6373,75.78,46,7,8.66,clear sky
681,Palpa,-14.5336,-75.1856,69.17,56,34,4.52,scattered clouds
682,Kenai,60.5544,-151.2583,70.03,57,75,8.05,broken clouds
683,Aktash,50.3,87.7333,40.46,88,50,1.88,scattered clouds
684,Kamenka,51.3223,42.7678,46.94,94,82,17.16,moderate rain
685,Aban,56.67,96.06,57.47,92,71,2.15,broken clouds
686,Bilma,18.6853,12.9164,90.79,21,16,10.04,few clouds
687,Roma,43.2128,-75.4557,87.94,59,100,5.75,overcast clouds
688,Sao Filipe,14.8961,-24.4956,74.23,81,54,10.76,broken clouds
689,Ternate,0.8,127.4,80.82,78,98,2.86,overcast clouds
690,Oakdale,44.963,-92.9649,82.63,40,40,14.97,scattered clouds
691,Sarh,9.1429,18.3923,76.91,88,20,0.0,thunderstorm
692,Fredericton,45.9454,-66.6656,74.25,66,0,16.11,clear sky
693,Dubbo,-32.25,148.6167,48.33,93,100,8.05,overcast clouds
694,Pontianak,-0.0333,109.3333,76.98,94,40,0.0,mist
695,Holme,56.1138,10.1725,60.37,87,86,7.23,moderate rain
696,Totocuitlapilco,19.2333,-99.5833,68.92,82,100,12.66,overcast clouds
697,Rio Tercero,-32.173,-64.1141,56.8,43,0,14.12,clear sky
698,Grenfell,-33.9,148.1667,47.75,92,100,15.64,overcast clouds
699,Gamba,-2.65,10.0,70.29,93,5,3.74,clear sky
700,Yumen,40.2833,97.2,75.58,21,0,4.79,clear sky
701,Mutsu,41.2894,141.2169,70.63,94,100,7.27,light rain
702,Kapit,2.0167,112.9333,74.7,91,100,0.58,overcast clouds
703,Mizdah,31.4451,12.9801,81.99,34,2,5.68,clear sky
704,Thaton,16.9206,97.3714,75.38,93,100,2.95,overcast clouds
705,Eldorado,-23.7869,-54.2836,65.89,68,0,8.7,clear sky
706,Christchurch,-43.5333,172.6333,51.42,82,2,2.3,clear sky
707,Mrkonjic Grad,44.4158,17.0861,67.5,73,18,2.3,few clouds
708,Mbanza-Ngungu,-5.25,14.8667,68.86,56,0,3.47,clear sky
709,Borisovka,50.6236,35.9903,53.74,76,0,8.25,clear sky
710,Harku,59.1325,24.3711,73.02,63,0,6.91,clear sky
711,Healesville,-37.65,145.5167,47.7,92,67,3.49,broken clouds
712,Najran,17.4924,44.1277,90.25,26,89,6.85,overcast clouds
713,Guerrero Negro,27.9769,-114.0611,75.7,61,0,20.33,clear sky
714,Ushtobe,45.2514,77.9838,63.32,28,54,6.49,broken clouds
715,Voroshnevo,51.6528,36.0172,48.63,80,0,6.64,clear sky
716,Lazaro Cardenas,17.9583,-102.2,85.1,75,85,8.39,overcast clouds
717,Dingle,10.9995,122.6711,80.01,86,100,1.3,overcast clouds
718,Lodja,-3.4833,23.4333,77.92,42,75,0.87,broken clouds
719,Marrakesh,31.6315,-8.0083,75.27,53,0,8.05,clear sky
720,El Cope,8.6167,-80.6,71.29,92,100,3.49,overcast clouds
721,Kidal,18.4411,1.4078,94.35,26,3,7.05,clear sky
722,Harlingen,26.1906,-97.6961,96.89,41,20,20.33,few clouds
723,Wilmington,34.2257,-77.9447,78.71,82,75,8.05,light rain
724,Fergus Falls,46.283,-96.0776,81.66,36,40,8.05,scattered clouds
725,Port Macquarie,-31.4333,152.9167,53.89,96,100,7.9,light rain
726,Piacabucu,-10.4056,-36.4344,74.39,90,6,10.76,clear sky
727,Amberley,39.2048,-84.428,90.16,59,30,5.01,scattered clouds
728,Sembakung,3.8167,117.25,75.11,93,73,0.94,broken clouds
729,Kedrovyy,56.1667,91.8167,54.01,89,92,3.38,overcast clouds
730,Ayorou,14.7308,0.9174,92.12,39,41,7.76,scattered clouds
